REGIONAL;ZONA;COD_OFICINA;OFICINA;MES;Asesores;Gerente;Gorra;Camisa;Corbata;Pantalón;Buso;Medias;Gafas;Cinturón;Blazer;Camiseta;Zapato;Total productos;Asesor 2;Asesor 1;Categoria;Rotación;Horario extendido;Año;Trimestre;Productividad
OCCIDENTE;CALI;577;CIUDAD JARDIN;1/01/2018;2,5;1;16;37;;21;11;1;;12;4;23;1;126;1;1;PEQUEÑA;1;0;2018;Trim.1;50,4
OCCIDENTE;CALI;582;COSMOCENTRO;1/01/2018;5,5;1;5;65;;49;16;;;25;23;25;;208;3;2;GRANDE;1;0;2018;Trim.1;37,8
OCCIDENTE;CALI;564;EL GUABITO;1/01/2018;4,5;1;30;62;;30;9;1;;18;15;26;;191;2;2;MEDIANA;1;0;2018;Trim.1;42,4
OCCIDENTE;CALI;598;EXT. CAJA CALIMA;1/01/2018;3,5;1;8;106;1;35;10;;;29;8;61;;258;2;1;PEQUEÑA;0;0;2018;Trim.1;73,7
OCCIDENTE;CALI;604;IMBANACO;1/01/2018;2,5;1;5;25;;39;10;;;26;10;19;1;135;1;1;PEQUEÑA;0;0;2018;Trim.1;54
OCCIDENTE;CALI;576;LA FLORESTA-CALI;1/01/2018;4,5;1;3;26;;19;4;;;4;16;27;;99;2;2;PEQUEÑA;1;0;2018;Trim.1;22
OCCIDENTE;CALI;567;LA MERCED;1/01/2018;2,5;1;3;22;;14;;2;;9;11;21;;82;1;1;PEQUEÑA;0;0;2018;Trim.1;32,8
OCCIDENTE;CALI;578;PREMIER El LIMONAR;1/01/2018;2;;2;33;;13;2;;;;11;;1;62;1;1;DEPENDIENTE;1;0;2018;Trim.1;31
OCCIDENTE;CALI;565;SAN FERNANDO;1/01/2018;4,5;1;64;31;;22;11;;;13;19;35;;195;2;2;GRANDE;0;0;2018;Trim.1;43,3
OCCIDENTE;CALI;607;SAN NICOLAS;1/01/2018;2,5;1;4;57;;12;9;2;1;9;;24;;118;1;1;PEQUEÑA;0;0;2018;Trim.1;47,2
OCCIDENTE;CALI;586;TERCERA BRIGADA;1/01/2018;4,5;1;7;205;;31;2;5;;23;5;35;;313;3;1;MEDIANA;0;0;2018;Trim.1;69,6
OCCIDENTE;CALI;585;UNICENTRO - CALI;1/01/2018;6,5;1;14;106;1;57;30;1;;44;23;26;1;303;4;2;GRANDE;0;0;2018;Trim.1;46,6
OCCIDENTE;CALI;576;VILLA COLOMBIA;1/01/2018;2,5;1;17;66;;21;9;;;16;17;46;1;193;1;1;PEQUEÑA;1;0;2018;Trim.1;77,2
OCCIDENTE;CENTRAL;551;AVENIDA QUINTA;1/01/2018;5,5;1;16;204;;62;11;1;;42;18;16;;370;3;2;GRANDE;1;0;2018;Trim.1;67,3
OCCIDENTE;CENTRAL;362;EL ESPINAL;1/01/2018;4,5;1;16;59;;46;4;1;1;21;16;29;;193;2;2;MEDIANA;0;0;2018;Trim.1;42,9
OCCIDENTE;CENTRAL;624;EL JORDAN;1/01/2018;2,5;1;;34;2;24;;1;;15;15;9;;100;1;1;PEQUEÑA;1;0;2018;Trim.1;40
OCCIDENTE;CENTRAL;388;GARZON;1/01/2018;2,5;1;5;13;;41;2;1;1;14;4;13;;94;1;1;PEQUEÑA;0;0;2018;Trim.1;37,6
OCCIDENTE;CENTRAL;360;GIRARDOT;1/01/2018;3,5;1;8;54;1;45;2;2;1;25;10;22;1;171;2;1;GRANDE;0;0;2018;Trim.1;48,9
OCCIDENTE;CENTRAL;391;HONDA;1/01/2018;3,5;1;2;29;;31;3;;1;18;10;11;;105;2;1;PEQUEÑA;0;0;2018;Trim.1;30
OCCIDENTE;CENTRAL;550;IBAGUE;1/01/2018;8,5;1;18;51;1;63;10;2;1;32;22;32;;232;5;3;MUY GRANDE;0;0;2018;Trim.1;27,3
OCCIDENTE;CENTRAL;392;LA DORADA;1/01/2018;3,5;1;;26;;29;5;1;;22;5;49;;137;1;2;PEQUEÑA;0;0;2018;Trim.1;39,1
OCCIDENTE;CENTRAL;394;MARIQUITA;1/01/2018;3,5;1;41;20;;46;3;2;1;21;5;26;;165;2;1;PEQUEÑA;0;1;2018;Trim.1;47,1
OCCIDENTE;CENTRAL;366;MELGAR;1/01/2018;3,5;1;12;26;;27;6;1;1;13;4;36;;126;2;1;PEQUEÑA;0;0;2018;Trim.1;36
OCCIDENTE;CENTRAL;390;NEIVA;1/01/2018;7,5;1;1;175;;83;10;;2;40;16;36;;363;4;3;MUY GRANDE;0;0;2018;Trim.1;48,4
OCCIDENTE;CENTRAL;425;PITALITO;1/01/2018;5,5;1;26;58;;53;4;;1;27;10;89;;268;3;2;GRANDE;0;0;2018;Trim.1;48,7
OCCIDENTE;CENTRAL;265;PUERTO BOYACA;1/01/2018;3,5;1;11;37;1;39;6;;;22;10;41;;167;2;1;PEQUEÑA;0;0;2018;Trim.1;47,7
OCCIDENTE;CENTRAL;389;SAN JUAN PLAZA;1/01/2018;2,5;1;;47;;17;4;1;;10;2;19;;100;1;1;PEQUEÑA;0;0;2018;Trim.1;40
OCCIDENTE;CENTRAL;364;TOLEMAIDA;1/01/2018;4,5;1;39;42;;29;9;3;;24;;75;;221;2;2;GRANDE;0;1;2018;Trim.1;49,1
OCCIDENTE;CENTRAL;554;YULIMA;1/01/2018;6,5;1;1;86;;92;4;2;;22;19;30;;256;4;2;GRANDE;1;0;2018;Trim.1;39,4
SURORIENTE;CUNDINAMARCA Y SUR;361;AGUA DE DIOS;1/01/2018;2,5;1;17;20;;43;3;;;23;12;14;;132;1;1;PEQUEÑA;0;0;2018;Trim.1;52,8
SURORIENTE;CUNDINAMARCA Y SUR;320;CAQUEZA;1/01/2018;2,5;1;11;47;;12;;;2;4;19;17;;112;1;1;PEQUEÑA;0;0;2018;Trim.1;44,8
SURORIENTE;CUNDINAMARCA Y SUR;330;CHIPAQUE;1/01/2018;2,5;1;1;18;;2;1;;11;2;5;9;;49;1;1;PEQUEÑA;0;0;2018;Trim.1;19,6
SURORIENTE;CUNDINAMARCA Y SUR;340;CHOACHI;1/01/2018;2,5;1;8;12;;5;5;;1;5;22;10;;68;1;1;PEQUEÑA;0;0;2018;Trim.1;27,2
SURORIENTE;META, BOYACA Y NARIÑO;371;COGUA;1/01/2018;2,5;1;;19;2;8;1;;3;5;18;6;;62;1;1;PEQUEÑA;0;0;2018;Trim.1;24,8
SURORIENTE;CUNDINAMARCA Y SUR;350;FACATATIVA;1/01/2018;5,5;1;1;123;;46;2;1;2;17;22;26;;240;3;2;GRANDE;1;0;2018;Trim.1;43,6
SURORIENTE;CUNDINAMARCA Y SUR;620;FLORENCIA;1/01/2018;7,5;1;40;99;3;49;4;;1;27;7;26;;256;4;3;GRANDE;0;1;2018;Trim.1;34,1
SURORIENTE;CUNDINAMARCA Y SUR;341;FOMEQUE;1/01/2018;2,5;1;2;9;;7;;1;7;5;11;5;;47;1;1;PEQUEÑA;0;1;2018;Trim.1;18,8
SURORIENTE;CUNDINAMARCA Y SUR;353;FUSAGASUGA;1/01/2018;3,5;1;1;43;;22;2;;;9;23;4;;104;1;2;MEDIANA;0;0;2018;Trim.1;29,7
SURORIENTE;CUNDINAMARCA Y SUR;269;LETICIA;1/01/2018;2,5;1;2;64;1;30;5;;;24;1;37;;164;1;1;PEQUEÑA;0;1;2018;Trim.1;65,6
SURORIENTE;CUNDINAMARCA Y SUR;345;MADRID;1/01/2018;2,5;1;;193;;15;2;;;10;14;14;;248;1;1;MEDIANA;0;0;2018;Trim.1;99,2
SURORIENTE;CUNDINAMARCA Y SUR;257;MONTERREY;1/01/2018;2,5;1;1;15;;8;2;;1;3;1;13;1;45;1;1;PEQUEÑA;0;0;2018;Trim.1;18
SURORIENTE;CUNDINAMARCA Y SUR;351;NOVA PLAZA FACATATIVA;1/01/2018;2;0;11;30;1;12;;;;;11;;;65;1;1;DEPENDIENTE;0;0;2018;Trim.1;32,5
SURORIENTE;CUNDINAMARCA Y SUR;691;PUERTO LEGUIZAMO;1/01/2018;2,5;1;58;131;;7;7;1;;7;5;9;;225;1;1;PEQUEÑA;0;0;2018;Trim.1;90
SURORIENTE;META, BOYACA Y NARIÑO;355;SANTA LUCIA DE CHIA;1/01/2018;2,5;1;1;51;1;20;5;1;1;6;3;17;;106;1;1;MEDIANA;1;0;2018;Trim.1;42,4
SURORIENTE;CUNDINAMARCA Y SUR;363;TOCAIMA;1/01/2018;2,5;1;2;35;;18;5;;1;11;9;7;1;89;1;1;PEQUEÑA;0;0;2018;Trim.1;35,6
SURORIENTE;CUNDINAMARCA Y SUR;342;UBAQUE;1/01/2018;2;0;1;5;;2;1;;1;;3;;;13;1;1;PEQUEÑA;0;0;2018;Trim.1;6,5
SURORIENTE;CUNDINAMARCA Y SUR;331;UNE;1/01/2018;1;0;7;4;1;;;;5;;4;;;21;1;0;DEPENDIENTE;0;0;2018;Trim.1;21
SURORIENTE;META, BOYACA Y NARIÑO;23;VILLAPINZON;1/01/2018;2,5;1;4;10;;15;2;;5;11;9;10;;66;1;1;PEQUEÑA;0;0;2018;Trim.1;26,4
SURORIENTE;CUNDINAMARCA Y SUR;252;YOPAL;1/01/2018;5,5;1;9;47;;69;4;;1;23;6;46;1;206;3;2;GRANDE;0;0;2018;Trim.1;37,5
SURORIENTE;META, BOYACA Y NARIÑO;370;ZIPAQUIRA;1/01/2018;4,5;1;16;90;;34;6;;9;17;5;34;1;212;2;2;MEDIANA;0;0;2018;Trim.1;47,1
SURORIENTE;META, BOYACA Y NARIÑO;411;ACACIAS;1/01/2018;3,5;1;;15;;26;2;1;;17;6;36;;103;2;1;MEDIANA;0;0;2018;Trim.1;29,4
SURORIENTE;META, BOYACA Y NARIÑO;260;DUITAMA;1/01/2018;4,5;1;6;87;;63;18;;1;41;16;31;;263;2;2;GRANDE;0;0;2018;Trim.1;58,4
SURORIENTE;META, BOYACA Y NARIÑO;413;GRANADA;1/01/2018;2,5;1;;379;;13;2;;2;10;7;11;;424;1;1;MEDIANA;0;0;2018;Trim.1;169,6
SURORIENTE;META, BOYACA Y NARIÑO;430;IPIALES;1/01/2018;4,5;1;13;654;;20;7;;7;10;20;121;;852;2;2;MEDIANA;0;1;2018;Trim.1;189,3
SURORIENTE;META, BOYACA Y NARIÑO;417;LLANOCENTRO;1/01/2018;2,5;1;;30;1;26;;;1;10;1;22;;91;1;1;PEQUEÑA;0;0;2018;Trim.1;36,4
SURORIENTE;META, BOYACA Y NARIÑO;690;MOCOA;1/01/2018;5,5;1;5;41;1;40;3;;;21;5;21;;137;3;2;MEDIANA;1;1;2018;Trim.1;24,9
SURORIENTE;META, BOYACA Y NARIÑO;261;PAIPA;1/01/2018;2,5;1;6;17;;17;1;2;;6;1;6;;56;1;1;PEQUEÑA;0;0;2018;Trim.1;22,4
SURORIENTE;META, BOYACA Y NARIÑO;420;PASTO;1/01/2018;7,5;1;1;350;;72;1;1;2;25;27;75;;554;4;3;MUY GRANDE;1;0;2018;Trim.1;73,9
SURORIENTE;CUNDINAMARCA Y SUR;54;SAN JOSE DEL GUAVIARE;1/01/2018;5,5;1;7;69;;33;9;;3;24;5;30;1;181;3;2;GRANDE;1;0;2018;Trim.1;32,9
SURORIENTE;META, BOYACA Y NARIÑO;445;SIBUNDOY;1/01/2018;2,5;1;4;63;;24;1;;;21;4;19;;136;1;1;PEQUEÑA;1;0;2018;Trim.1;54,4
SURORIENTE;META, BOYACA Y NARIÑO;270;SOGAMOSO;1/01/2018;4,5;1;40;67;;43;5;1;2;26;32;36;2;254;2;2;GRANDE;0;0;2018;Trim.1;56,4
SURORIENTE;META, BOYACA Y NARIÑO;250;TUNJA;1/01/2018;7,5;1;60;114;;81;25;2;;63;36;53;;434;4;3;MUY GRANDE;0;0;2018;Trim.1;57,9
SURORIENTE;META, BOYACA Y NARIÑO;435;TUQUERRES;1/01/2018;2,5;1;4;20;;21;1;;5;13;10;36;;110;1;1;PEQUEÑA;0;0;2018;Trim.1;44
SURORIENTE;META, BOYACA Y NARIÑO;423;UNICENTRO - PASTO;1/01/2018;2,5;1;6;146;1;22;2;;;17;11;28;;233;1;1;PEQUEÑA;1;0;2018;Trim.1;93,2
SURORIENTE;META, BOYACA Y NARIÑO;251;VILLA DE LEYVA;1/01/2018;2,5;1;5;8;2;15;4;;2;7;23;14;;80;1;1;PEQUEÑA;0;1;2018;Trim.1;32
SURORIENTE;META, BOYACA Y NARIÑO;410;VILLAVICENCIO;1/01/2018;6,5;1;1;589;;76;7;1;;54;14;17;;759;3;3;MUY GRANDE;0;0;2018;Trim.1;116,8
OCCIDENTE;VALLE Y EJE CAFETERO;460;ARMENIA;1/01/2018;7,5;1;4;85;;75;5;1;;21;24;28;;243;4;3;MUY GRANDE;0;0;2018;Trim.1;32,4
OCCIDENTE;VALLE Y EJE CAFETERO;570;BUENAVENTURA;1/01/2018;5,5;1;;53;1;41;4;;;23;28;18;;168;3;2;GRANDE;0;0;2018;Trim.1;30,5
OCCIDENTE;VALLE Y EJE CAFETERO;580;BUGA;1/01/2018;4,5;1;23;60;;53;8;1;;23;23;26;;217;2;2;GRANDE;1;0;2018;Trim.1;48,2
OCCIDENTE;VALLE Y EJE CAFETERO;660;CARTAGO;1/01/2018;4,5;1;2;267;;56;1;1;;36;34;5;;402;2;2;GRANDE;0;0;2018;Trim.1;89,3
OCCIDENTE;VALLE Y EJE CAFETERO;474;DOS QUEBRADAS;1/01/2018;3,5;1;14;62;;28;11;1;;14;3;19;;152;2;1;PEQUEÑA;0;1;2018;Trim.1;43,4
OCCIDENTE;VALLE Y EJE CAFETERO;280;MANIZALES;1/01/2018;9,5;1;5;182;4;78;9;;;31;21;15;;345;5;4;MUY GRANDE;0;0;2018;Trim.1;36,3
OCCIDENTE;VALLE Y EJE CAFETERO;583;NUEVA OFICINA YUMBO;1/01/2018;3,5;1;5;20;;31;10;1;;27;5;90;;189;2;1;PEQUEÑA;1;0;2018;Trim.1;54
OCCIDENTE;VALLE Y EJE CAFETERO;590;PALMIRA;1/01/2018;6,5;1;43;166;;82;6;;2;58;15;43;;415;4;2;GRANDE;1;0;2018;Trim.1;63,8
OCCIDENTE;VALLE Y EJE CAFETERO;470;PEREIRA;1/01/2018;6,5;1;2;94;;61;7;2;3;27;9;8;;213;3;3;MUY GRANDE;0;0;2018;Trim.1;32,8
OCCIDENTE;VALLE Y EJE CAFETERO;290;POPAYAN;1/01/2018;6,5;1;8;103;4;44;6;;1;26;23;30;2;247;3;3;MUY GRANDE;0;0;2018;Trim.1;38
OCCIDENTE;VALLE Y EJE CAFETERO;600;TULUA;1/01/2018;9,5;1;25;145;1;123;23;5;4;53;16;32;2;429;5;4;GRANDE;0;0;2018;Trim.1;45,2
OCCIDENTE;VALLE Y EJE CAFETERO;440;TUMACO;1/01/2018;4,5;1;5;383;2;32;6;;;21;11;27;1;488;2;2;MEDIANA;0;0;2018;Trim.1;108,4
OCCIDENTE;VALLE Y EJE CAFETERO;291;UNIVERSIDAD DEL CAUCA;1/01/2018;1;0;4;27;;6;2;;;;1;;;40;1;0;DEPENDIENTE;0;0;2018;Trim.1;40
OCCIDENTE;VALLE Y EJE CAFETERO;606;VIVA BUENAVENTURA;1/01/2018;2;0;4;17;;9;;;;;6;;;36;1;1;DEPENDIENTE;0;1;2018;Trim.1;18
BOGOTÁ Y PYME;BOGOTÁ CENTRO;141;AVENIDA SEXTA - BOGOTA;1/02/2018;2,5;1;4;19;1;32;3;1;5;12;6;53;;136;1;1;PEQUEÑA;1;0;2018;Trim.1;54,4
BOGOTÁ Y PYME;BOGOTÁ SUR ;130;BARRIO RESTREPO;1/02/2018;4,5;1;1;94;;45;6;1;3;35;9;66;;260;2;2;GRANDE;1;0;2018;Trim.1;57,8
BOGOTÁ Y PYME;BOGOTÁ CENTRO;19;BARRIO RICAURTE;1/02/2018;2,5;1;5;28;;7;4;1;6;2;2;29;;84;1;1;PEQUEÑA;1;0;2018;Trim.1;33,6
BOGOTÁ Y PYME;BOGOTÁ CENTRO;70;BOGOTA;1/02/2018;4,5;1;7;65;;29;7;;6;13;8;87;;222;2;2;MUY GRANDE;1;0;2018;Trim.1;49,3
BOGOTÁ Y PYME;BOGOTÁ CENTRO;70;CALLE CATORCE;1/02/2018;9,5;1;31;114;2;82;22;2;4;34;11;115;;417;6;3;MUY GRANDE;1;0;2018;Trim.1;43,9
BOGOTÁ Y PYME;BOGOTÁ CENTRO;42;CENTRO ADMINISTRATIVO DISTRITAL;1/02/2018;2,5;1;3;7;;15;4;2;;7;0;34;;72;1;1;PEQUEÑA;1;0;2018;Trim.1;28,8
BOGOTÁ Y PYME;BOGOTÁ CENTRO;26;LOS MINISTERIOS;1/02/2018;3,5;1;5;380;;17;2;;;6;3;236;;649;2;1;MEDIANA;1;0;2018;Trim.1;185,4
BOGOTÁ Y PYME;BOGOTÁ CENTRO;19;PALOQUEMAO;1/02/2018;2,5;1;;32;;8;;1;;5;6;50;;102;1;1;PEQUEÑA;1;0;2018;Trim.1;40,8
BOGOTÁ Y PYME;BOGOTÁ CENTRO;40;PRINCIPAL;1/02/2018;7,5;1;2;99;1;57;17;1;7;19;13;63;1;280;4;3;MUY GRANDE;1;0;2018;Trim.1;37,3
BOGOTÁ Y PYME;BOGOTÁ CENTRO;26;SAN AGUSTIN;1/02/2018;3,5;1;2;22;;21;4;1;;8;2;55;;115;2;1;MEDIANA;1;0;2018;Trim.1;32,9
BOGOTÁ Y PYME;BOGOTÁ CENTRO;150;SAN DIEGO;1/02/2018;7,5;1;7;63;3;59;16;1;7;33;14;38;;241;4;3;MUY GRANDE;1;0;2018;Trim.1;32,1
BOGOTÁ Y PYME;BOGOTÁ CENTRO;42;SANS FACON;1/02/2018;2,5;1;8;21;;24;;;9;17;4;55;;138;1;1;PEQUEÑA;1;0;2018;Trim.1;55,2
BOGOTÁ Y PYME;BOGOTÁ SUR ;129;SOSIEGO;1/02/2018;2,5;1;;24;;27;;2;;8;2;28;2;93;1;1;PEQUEÑA;0;0;2018;Trim.1;37,2
BOGOTÁ Y PYME;BOGOTÁ NORTE;11;ANTIGUO COUNTRY;1/02/2018;2,5;1;;85;;4;;;;1;2;101;1;194;1;1;PEQUEÑA;1;0;2018;Trim.1;77,6
BOGOTÁ Y PYME;BOGOTÁ CENTRO;66;AVENIDA CHILE;1/02/2018;4,5;1;;67;;36;8;3;9;17;9;28;;177;2;2;GRANDE;0;0;2018;Trim.1;39,3
BOGOTÁ Y PYME;BOGOTÁ CENTRO;48;CALLE 64;1/02/2018;2;0;1;17;;8;8;5;;0;1;;;40;1;1;PEQUEÑA;1;0;2018;Trim.1;20
BOGOTÁ Y PYME;BOGOTÁ NORTE;98;CANTON NORTE;1/02/2018;2,5;1;2;178;;21;7;4;;7;0;232;1;452;1;1;MEDIANA;0;0;2018;Trim.1;180,8
BOGOTÁ Y PYME;BOGOTÁ NORTE;88;CEDRITOS;1/02/2018;3,5;1;4;77;;46;9;2;;13;7;77;;235;2;1;GRANDE;0;1;2018;Trim.1;67,1
BOGOTÁ Y PYME;BOGOTÁ CENTRO;48;CHAPINERO;1/02/2018;6,5;1;;79;;56;5;2;1;11;2;89;;245;3;3;PEQUEÑA;1;0;2018;Trim.1;37,7
BOGOTÁ Y PYME;BOGOTÁ NORTE;63;CHICO - PARQUE 93;1/02/2018;3,5;1;2;17;;7;7;1;81;1;3;29;2;150;1;2;PEQUEÑA;0;0;2018;Trim.1;42,9
BOGOTÁ Y PYME;BOGOTÁ NORTE;29;LA CASTELLANA;1/02/2018;2,5;1;3;41;;23;8;1;2;15;1;86;;180;1;1;MEDIANA;0;0;2018;Trim.1;72
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;65;LA FLORESTA;1/02/2018;4,5;1;3;38;1;53;6;2;10;19;7;19;;158;2;2;GRANDE;1;0;2018;Trim.1;35,1
BOGOTÁ Y PYME;BOGOTÁ NORTE;44;PLAZA IMPERIAL (SUBA);1/02/2018;3,5;1;4;116;1;50;7;1;;25;20;33;1;258;2;1;MEDIANA;1;0;2018;Trim.1;73,7
BOGOTÁ Y PYME;BOGOTÁ NORTE;45;SANTA FE;1/02/2018;3,5;1;6;144;;24;2;;3;11;4;105;;299;2;1;MEDIANA;1;0;2018;Trim.1;85,4
BOGOTÁ Y PYME;BOGOTÁ CENTRO;170;SIETE DE AGOSTO;1/02/2018;2,5;1;4;27;;22;2;4;1;15;4;12;;91;1;1;PEQUEÑA;0;0;2018;Trim.1;36,4
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;87;TITAN PLAZA;1/02/2018;3,5;1;4;111;1;49;4;2;1;29;11;21;3;236;2;1;MEDIANA;1;1;2018;Trim.1;67,4
BOGOTÁ Y PYME;BOGOTÁ NORTE;41;TOBERIN;1/02/2018;3,5;1;5;64;;26;4;;7;5;3;44;;158;1;2;PEQUEÑA;0;0;2018;Trim.1;45,1
BOGOTÁ Y PYME;BOGOTÁ NORTE;39;UNICENTRO;1/02/2018;4,5;1;2;29;;45;5;1;1;13;3;5;;104;2;2;GRANDE;0;0;2018;Trim.1;23,1
BOGOTÁ Y PYME;BOGOTÁ NORTE;22;USAQUEN;1/02/2018;3,5;1;2;29;;16;8;1;1;12;5;20;1;95;2;1;MEDIANA;0;0;2018;Trim.1;27,1
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;14;ALAMOS INDUSTRIAL;1/02/2018;3,5;1;1;38;;39;4;1;7;19;8;11;;128;2;1;PEQUEÑA;1;0;2018;Trim.1;36,6
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;49;ARRECIFES ;1/02/2018;3,5;1;3;43;;31;;1;1;9;6;27;;121;2;1;MEDIANA;0;0;2018;Trim.1;34,6
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;80;CAN;1/02/2018;8,5;1;11;94;1;64;11;6;4;20;6;54;;271;5;3;MUY GRANDE;1;0;2018;Trim.1;31,9
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;12;CIUDAD UNIVERSITARIA;1/02/2018;2,5;1;1;32;;33;2;1;2;17;2;12;;102;1;1;MEDIANA;0;0;2018;Trim.1;40,8
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;14;EL DORADO;1/02/2018;3,5;1;3;29;;18;7;;3;9;1;20;1;91;2;1;PEQUEÑA;1;0;2018;Trim.1;26
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;25;FERIA EXPOSICION;1/02/2018;4,5;1;19;42;;43;5;;3;36;4;24;;176;2;2;MEDIANA;1;0;2018;Trim.1;39,1
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;38;FONTIBON;1/02/2018;4,5;1;;38;;43;5;1;6;25;7;31;;156;2;2;MEDIANA;1;0;2018;Trim.1;34,7
BOGOTÁ Y PYME;BOGOTÁ CENTRO;160;GALERIAS;1/02/2018;4,5;1;14;59;;45;11;1;6;20;7;12;;175;2;2;GRANDE;1;0;2018;Trim.1;38,9
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;53;HAYUELOS;1/02/2018;2;0;6;41;1;29;7;3;1;0;8;;;96;1;1;Pequeña;0;1;2018;Trim.1;48
BOGOTÁ Y PYME;BOGOTÁ CENTRO;48;MARLY;1/02/2018;2,5;1;;23;;13;1;1;3;6;2;19;;68;1;1;PEQUEÑA;1;0;2018;Trim.1;27,2
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;115;PUENTE ARANDA;1/02/2018;3,5;1;2;43;1;18;5;;90;6;1;21;;187;2;1;PEQUEÑA;1;0;2018;Trim.1;53,4
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;115;PUENTE ARANDA;1/02/2018;0;0;1;;;;;;2;;;;;3;;;PEQUEÑA;1;0;2018;Trim.1;#¡DIV/0!
BOGOTÁ Y PYME;BOGOTÁ CENTRO;48;PUNTO 52;1/02/2018;2,5;1;1;22;;10;1;3;;4;1;3;;45;1;1;PEQUEÑA;1;0;2018;Trim.1;18
BOGOTÁ Y PYME;BOGOTÁ CENTRO;9;TEUSAQUILLO;1/02/2018;2,5;1;5;37;2;12;4;3;4;6;0;14;1;88;1;1;PEQUEÑA;0;0;2018;Trim.1;35,2
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;730;ZONA INDUSTRIAL;1/02/2018;2,5;1;17;21;;15;1;;1;13;5;45;;118;1;1;PEQUEÑA;1;0;2018;Trim.1;47,2
BOGOTÁ Y PYME;BOGOTÁ SUR ;116;ALTAVISTA;1/02/2018;2,5;1;;64;;37;4;1;;13;7;16;;142;1;1;PEQUEÑA;1;1;2018;Trim.1;56,8
BOGOTÁ Y PYME;BOGOTÁ SUR ;34;BARRIO CLARET;1/02/2018;2,5;1;;40;;19;5;1;;12;4;17;;98;1;1;PEQUEÑA;1;0;2018;Trim.1;39,2
BOGOTÁ Y PYME;BOGOTÁ SUR ;57;CAZUCA;1/02/2018;2,5;1;;24;;27;2;;1;17;1;12;2;86;1;1;PEQUEÑA;0;0;2018;Trim.1;34,4
BOGOTÁ Y PYME;BOGOTÁ SUR ;59;CENTRO MAYOR;1/02/2018;2,5;1;3;35;;26;13;1;;15;2;18;1;114;1;1;Mediana;1;1;2018;Trim.1;45,6
BOGOTÁ Y PYME;BOGOTÁ SUR ;59;CENTRO MAYOR;1/02/2018;2,5;1;;127;;34;5;4;;18;7;12;;207;1;1;Mediana;1;1;2018;Trim.1;82,8
BOGOTÁ Y PYME;BOGOTÁ SUR ;670;CORABASTOS;1/02/2018;2,5;1;2;39;3;32;6;1;16;15;4;12;;130;1;1;PEQUEÑA;0;0;2018;Trim.1;52
BOGOTÁ Y PYME;BOGOTÁ SUR ;13;DEL SUR;1/02/2018;2,5;1;1;52;2;12;4;3;;2;4;8;2;90;1;1;PEQUEÑA;1;0;2018;Trim.1;36
SURORIENTE;CUNDINAMARCA Y SUR;94;ESCUELA GONZALO JIMENEZ DE QUESADA;1/02/2018;1;0;1;0;;7;;2;;0;0;;;10;1;0;DEPENDIENTE;0;0;2018;Trim.1;10
BOGOTÁ Y PYME;BOGOTÁ SUR ;15;KENNEDY;1/02/2018;7,5;1;2;140;;143;13;2;1;116;10;44;;471;5;2;MUY GRANDE;1;1;2018;Trim.1;62,8
BOGOTÁ Y PYME;BOGOTÁ SUR ;18;MUZU;1/02/2018;4,5;1;4;60;;60;1;2;;34;14;31;;206;2;2;GRANDE;1;0;2018;Trim.1;45,8
BOGOTÁ Y PYME;BOGOTÁ SUR ;86;PLAZA DE LAS AMERICAS;1/02/2018;2;0;3;93;;44;1;4;;0;9;;;154;1;1;DEPENDIENTE;1;1;2018;Trim.1;77
SURORIENTE;CUNDINAMARCA Y SUR;33;SIBATE;1/02/2018;2,5;1;;50;2;17;2;;;12;10;23;;116;1;1;PEQUEÑA;0;0;2018;Trim.1;46,4
BOGOTÁ Y PYME;BOGOTÁ SUR ;58;SOACHA;1/02/2018;2,5;1;1;68;1;44;5;2;;26;9;12;1;169;1;1;PEQUEÑA;1;0;2018;Trim.1;67,6
BOGOTÁ Y PYME;BOGOTÁ SUR ;35;VEINTE DE JULIO;1/02/2018;2,5;1;;55;;29;4;1;;14;2;8;;113;1;1;PEQUEÑA;1;0;2018;Trim.1;45,2
NOROCCIDENTE;ANTIOQUIA Y CHOCO;196;BELLO;1/02/2018;5,5;1;;122;;98;9;;;37;13;30;;309;3;2;GRANDE;1;0;2018;Trim.1;56,2
NOROCCIDENTE;ANTIOQUIA Y CHOCO;277;CALDAS;1/02/2018;3,5;1;1;44;;66;10;1;;33;10;18;;183;1;2;PEQUEÑA;1;1;2018;Trim.1;52,3
NOROCCIDENTE;ANTIOQUIA Y CHOCO;215;CAREPA;1/02/2018;3;0;1;33;;14;;;;0;2;;;50;2;1;Pequeña;0;0;2018;Trim.1;16,7
