REGIONAL;ZONA;COD_OFICINA;OFICINA;MES;Asesores;Gerente;Gorra;Camisa;Corbata;Pantalón;Buso;Medias;Gafas;Cinturón;Blazer;Camiseta;Zapato;Total productos;Asesor 2;Asesor 1;Categoria;Rotación;Horario extendido;Año;Trimestre;Productividad
BOGOTÁ Y PYME;BOGOTÁ CENTRO;48;MARLY;feb-18;2,5;1;;23;;13;1;1;3;6;2;19;;68;1;1;PEQUEÑA;1;0;2018;Trim.1;27,2
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;115;PUENTE ARANDA;feb-18;3,5;1;2;43;1;18;5;;90;6;1;21;;187;2;1;PEQUEÑA;1;0;2018;Trim.1;53,4
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;115;PUENTE ARANDA;feb-18;0;0;1;;;;;;2;;;;;3;;;PEQUEÑA;1;0;2018;Trim.1;#¡DIV/0!
BOGOTÁ Y PYME;BOGOTÁ CENTRO;48;PUNTO 52;feb-18;2,5;1;1;22;;10;1;3;;4;1;3;;45;1;1;PEQUEÑA;1;0;2018;Trim.1;18
BOGOTÁ Y PYME;BOGOTÁ CENTRO;9;TEUSAQUILLO;feb-18;2,5;1;5;37;2;12;4;3;4;6;0;14;1;88;1;1;PEQUEÑA;0;0;2018;Trim.1;35,2
BOGOTÁ Y PYME;BOGOTÁ OCCIDENTE;730;ZONA INDUSTRIAL;feb-18;2,5;1;17;21;;15;1;;1;13;5;45;;118;1;1;PEQUEÑA;1;0;2018;Trim.1;47,2
BOGOTÁ Y PYME;BOGOTÁ SUR ;116;ALTAVISTA;feb-18;2,5;1;;64;;37;4;1;;13;7;16;;142;1;1;PEQUEÑA;1;1;2018;Trim.1;56,8
BOGOTÁ Y PYME;BOGOTÁ SUR ;34;BARRIO CLARET;feb-18;2,5;1;;40;;19;5;1;;12;4;17;;98;1;1;PEQUEÑA;1;0;2018;Trim.1;39,2
BOGOTÁ Y PYME;BOGOTÁ SUR ;57;CAZUCA;feb-18;2,5;1;;24;;27;2;;1;17;1;12;2;86;1;1;PEQUEÑA;0;0;2018;Trim.1;34,4
BOGOTÁ Y PYME;BOGOTÁ SUR ;59;CENTRO MAYOR;feb-18;2,5;1;3;35;;26;13;1;;15;2;18;1;114;1;1;Mediana;1;1;2018;Trim.1;45,6
BOGOTÁ Y PYME;BOGOTÁ SUR ;59;CENTRO MAYOR;feb-18;2,5;1;;127;;34;5;4;;18;7;12;;207;1;1;Mediana;1;1;2018;Trim.1;82,8
BOGOTÁ Y PYME;BOGOTÁ SUR ;670;CORABASTOS;feb-18;2,5;1;2;39;3;32;6;1;16;15;4;12;;130;1;1;PEQUEÑA;0;0;2018;Trim.1;52
BOGOTÁ Y PYME;BOGOTÁ SUR ;13;DEL SUR;feb-18;2,5;1;1;52;2;12;4;3;;2;4;8;2;90;1;1;PEQUEÑA;1;0;2018;Trim.1;36
SURORIENTE;CUNDINAMARCA Y SUR;94;ESCUELA GONZALO JIMENEZ DE QUESADA;feb-18;1;0;1;0;;7;;2;;0;0;;;10;1;0;DEPENDIENTE;0;0;2018;Trim.1;10
BOGOTÁ Y PYME;BOGOTÁ SUR ;15;KENNEDY;feb-18;7,5;1;2;140;;143;13;2;1;116;10;44;;471;5;2;MUY GRANDE;1;1;2018;Trim.1;62,8
BOGOTÁ Y PYME;BOGOTÁ SUR ;18;MUZU;feb-18;4,5;1;4;60;;60;1;2;;34;14;31;;206;2;2;GRANDE;1;0;2018;Trim.1;45,8
BOGOTÁ Y PYME;BOGOTÁ SUR ;86;PLAZA DE LAS AMERICAS;feb-18;2;0;3;93;;44;1;4;;0;9;;;154;1;1;DEPENDIENTE;1;1;2018;Trim.1;77
SURORIENTE;CUNDINAMARCA Y SUR;33;SIBATE;feb-18;2,5;1;;50;2;17;2;;;12;10;23;;116;1;1;PEQUEÑA;0;0;2018;Trim.1;46,4
BOGOTÁ Y PYME;BOGOTÁ SUR ;58;SOACHA;feb-18;2,5;1;1;68;1;44;5;2;;26;9;12;1;169;1;1;PEQUEÑA;1;0;2018;Trim.1;67,6
BOGOTÁ Y PYME;BOGOTÁ SUR ;35;VEINTE DE JULIO;feb-18;2,5;1;;55;;29;4;1;;14;2;8;;113;1;1;PEQUEÑA;1;0;2018;Trim.1;45,2
NOROCCIDENTE;ANTIOQUIA Y CHOCO;196;BELLO;feb-18;5,5;1;;122;;98;9;;;37;13;30;;309;3;2;GRANDE;1;0;2018;Trim.1;56,2
NOROCCIDENTE;ANTIOQUIA Y CHOCO;277;CALDAS;feb-18;3,5;1;1;44;;66;10;1;;33;10;18;;183;1;2;PEQUEÑA;1;1;2018;Trim.1;52,3
NOROCCIDENTE;ANTIOQUIA Y CHOCO;215;CAREPA;feb-18;3;0;1;33;;14;;;;0;2;;;50;2;1;Pequeña;0;0;2018;Trim.1;16,7
NOROCCIDENTE;ANTIOQUIA Y CHOCO;205;CHIGORODO;feb-18;3,5;1;;36;;32;1;;2;24;11;43;;149;2;1;PEQUEÑA;0;0;2018;Trim.1;42,6
NOROCCIDENTE;ANTIOQUIA Y CHOCO;193;ENVIGADO;feb-18;3,5;1;2;34;3;47;6;;1;28;5;21;;147;2;1;MEDIANA;1;0;2018;Trim.1;42
NOROCCIDENTE;ANTIOQUIA Y CHOCO;192;ITAGUI;feb-18;4,5;1;;242;;67;7;;;48;8;22;;394;2;2;GRANDE;1;0;2018;Trim.1;87,6
NOROCCIDENTE;ANTIOQUIA Y CHOCO;279;PLATINO;feb-18;2,5;1;;28;;22;1;;;2;2;4;;59;1;1;PEQUEÑA;0;0;2018;Trim.1;23,6
NOROCCIDENTE;ANTIOQUIA Y CHOCO;380;QUIBDO;feb-18;9,5;1;2;535;1;62;3;;;33;9;118;;763;6;3;GRANDE;0;0;2018;Trim.1;80,3
NOROCCIDENTE;ANTIOQUIA Y CHOCO;185;RIONEGRO;feb-18;3,5;1;;27;;38;1;;;20;5;11;;102;2;1;MEDIANA;1;0;2018;Trim.1;29,1
NOROCCIDENTE;ANTIOQUIA Y CHOCO;213;RIONEGRO SAN NICOLAS - EXT;feb-18;2,5;1;1;9;;20;4;1;;6;9;1;;51;1;1;PEQUEÑA;1;0;2018;Trim.1;20,4
NOROCCIDENTE;ANTIOQUIA Y CHOCO;211;SABANETA AVES MARIA;feb-18;2,5;1;;15;;16;6;;;12;1;9;;59;1;1;PEQUEÑA;1;0;2018;Trim.1;23,6
NOROCCIDENTE;ANTIOQUIA Y CHOCO;210;YOLOMBO;feb-18;2,5;1;5;17;;13;3;;;6;7;8;;59;1;1;PEQUEÑA;0;1;2018;Trim.1;23,6
NOROCCIDENTE;CARIBE NORTE;308;AMERICANO;feb-18;3,5;1;4;45;;48;7;1;;38;8;77;1;229;2;1;PEQUEÑA;1;1;2018;Trim.1;65,4
NOROCCIDENTE;CARIBE NORTE;681;AVENIDA BOYACA;feb-18;2,5;1;1;36;;32;4;2;;16;5;19;;115;1;1;PEQUEÑA;0;1;2018;Trim.1;46
NOROCCIDENTE;CARIBE NORTE;220;BARRANQUILLA;feb-18;10,5;1;;134;5;95;17;4;3;52;21;61;1;393;5;5;MUY GRANDE;1;0;2018;Trim.1;37,4
NOROCCIDENTE;CARIBE NORTE;221;CALLE 72;feb-18;6,5;1;;582;;52;7;;4;32;10;124;;811;3;3;GRANDE;0;0;2018;Trim.1;124,8
NOROCCIDENTE;CARIBE NORTE;229;CALLE MURILLO;feb-18;2,5;1;;31;;32;6;1;3;24;6;46;;149;1;1;PEQUEÑA;0;0;2018;Trim.1;59,6
NOROCCIDENTE;CARIBE NORTE;682;DEL COUNTRY;feb-18;4,5;1;1;133;1;64;12;;8;30;7;34;1;291;3;1;GRANDE;1;0;2018;Trim.1;64,7
NOROCCIDENTE;CARIBE NORTE;304;MAICAO;feb-18;2,5;1;;442;;11;;;;7;2;119;;581;1;1;PEQUEÑA;0;0;2018;Trim.1;232,4
NOROCCIDENTE;CARIBE NORTE;408;MARINELO;feb-18;2,5;1;3;21;2;29;4;;;22;5;19;;105;1;1;MEDIANA;1;1;2018;Trim.1;42
NOROCCIDENTE;CARIBE NORTE;301;MERCADO NUEVO - VALLEDUPAR;feb-18;2,5;1;;33;;24;3;1;;8;1;3;2;75;1;1;PEQUEÑA;0;0;2018;Trim.1;30
NOROCCIDENTE;CARIBE NORTE;405;RIOHACHA;feb-18;5,5;1;;102;3;35;;;;19;3;22;1;185;2;3;GRANDE;0;1;2018;Trim.1;33,6
NOROCCIDENTE;CARIBE NORTE;400;SANTA MARTA;feb-18;8,5;1;;89;1;108;11;2;2;50;14;74;;351;5;3;MUY GRANDE;1;0;2018;Trim.1;41,3
NOROCCIDENTE;CARIBE NORTE;687;SOLEDAD;feb-18;3,5;1;;33;1;35;2;1;;24;14;41;;151;2;1;MEDIANA;0;0;2018;Trim.1;43,1
NOROCCIDENTE;CARIBE NORTE;300;VALLEDUPAR;feb-18;7,5;1;2;137;;83;10;1;;65;9;101;2;410;4;3;MUY GRANDE;0;0;2018;Trim.1;54,7
NOROCCIDENTE;CARIBE NORTE;227;VIA 40;feb-18;2,5;1;;55;1;14;4;;4;10;2;48;;138;1;1;PEQUEÑA;0;0;2018;Trim.1;55,2
NOROCCIDENTE;CARIBE SUR;234;BASE NAVAL BOLIVAR;feb-18;1;0;2;25;;22;4;2;;0;0;;;55;1;0;DEPENDIENTE;0;0;2018;Trim.1;55
NOROCCIDENTE;CARIBE SUR;230;CARTAGENA;feb-18;8,5;1;9;216;;125;13;2;1;107;20;74;;567;5;3;MUY GRANDE;1;0;2018;Trim.1;66,7
NOROCCIDENTE;CARIBE SUR;305;MAMONAL;feb-18;2,5;1;7;31;;20;10;1;;15;1;14;1;100;1;1;MEDIANA;1;0;2018;Trim.1;40
NOROCCIDENTE;CARIBE SUR;240;MOMPOX;feb-18;2,5;1;;15;;28;3;;7;23;4;11;1;92;1;1;MEDIANA;0;0;2018;Trim.1;36,8
NOROCCIDENTE;CARIBE SUR;310;MONTERIA;feb-18;9,5;1;1;122;;122;9;;;73;5;137;2;471;6;3;MUY GRANDE;0;0;2018;Trim.1;49,6
NOROCCIDENTE;CARIBE SUR;309;PLAZA BOCAGRANDE;feb-18;2;0;7;24;;22;6;;;0;0;;;59;1;1;DEPENDIENTE;1;1;2018;Trim.1;29,5
NOROCCIDENTE;CARIBE SUR;311;PLAZA DE MERCADO MONTERIA;feb-18;5,5;1;9;45;;43;1;;;28;2;33;;161;3;2;GRANDE;0;0;2018;Trim.1;29,3
NOROCCIDENTE;CARIBE SUR;305;PLAZUELA;feb-18;2,5;1;3;76;;38;6;1;;25;4;13;2;168;1;1;MEDIANA;1;0;2018;Trim.1;67,2
NOROCCIDENTE;CARIBE SUR;640;SAN ANDRES;feb-18;4,5;1;;18;;26;;;3;4;1;5;;57;2;2;GRANDE;0;0;2018;Trim.1;12,7
NOROCCIDENTE;CARIBE SUR;306;SAN FELIPE;feb-18;2;0;6;55;;25;2;3;;0;1;;;92;1;1;Pequeña;1;1;2018;Trim.1;46
NOROCCIDENTE;CARIBE SUR;650;SINCELEJO;feb-18;7,5;1;;85;;99;1;1;;34;16;39;;275;4;3;MUY GRANDE;0;0;2018;Trim.1;36,7
NOROCCIDENTE;CARIBE SUR;231;TERMINAL MARITIMO;feb-18;6,5;1;19;49;;77;5;2;1;42;5;9;1;210;4;2;Grande;1;0;2018;Trim.1;32,3
NOROCCIDENTE;CARIBE SUR;315;TIERRA ALTA;feb-18;1;0;;29;1;14;;;;0;1;;;45;0;1;DEPENDIENTE;0;0;2018;Trim.1;45
NOROCCIDENTE;MEDELLIN;278;BELEN;feb-18;3,5;1;;44;;65;6;1;;36;8;7;;167;2;1;PEQUEÑA;1;0;2018;Trim.1;47,7
NOROCCIDENTE;MEDELLIN;191;CENTRO ADMINIS. LA ALPUJARRA;feb-18;4,5;1;3;42;1;47;1;;;14;4;6;;118;2;2;MEDIANA;1;0;2018;Trim.1;26,2
NOROCCIDENTE;MEDELLIN;208;EL POBLADO;feb-18;2,5;1;15;71;;22;13;1;;12;8;12;1;155;1;1;MEDIANA;1;0;2018;Trim.1;62
NOROCCIDENTE;MEDELLIN;187;GUAYABAL;feb-18;1,5;1;;27;;7;2;;;7;1;2;;46;0;1;PEQUEÑA;1;0;2018;Trim.1;30,7
NOROCCIDENTE;MEDELLIN;187;GUAYABAL;feb-18;2,5;1;;12;;16;5;;;14;0;7;;54;1;1;PEQUEÑA;1;0;2018;Trim.1;21,6
NOROCCIDENTE;MEDELLIN;190;GUAYAQUIL;feb-18;2,5;1;;38;;43;9;;;22;11;20;;143;1;1;MEDIANA;1;0;2018;Trim.1;57,2
NOROCCIDENTE;MEDELLIN;182;LA PLAYA;feb-18;4,5;1;1;46;;45;;;;26;4;18;;140;2;2;GRANDE;1;0;2018;Trim.1;31,1
NOROCCIDENTE;MEDELLIN;186;LAURELES;feb-18;3,5;1;2;29;;62;15;;;36;11;26;;181;2;1;MEDIANA;1;0;2018;Trim.1;51,7
NOROCCIDENTE;MEDELLIN;180;MEDELLIN;feb-18;8,5;1;1;146;;131;17;;18;91;20;59;;483;4;4;Muy Grande;1;0;2018;Trim.1;56,8
NOROCCIDENTE;MEDELLIN;180;MEDELLIN;feb-18;1,5;1;;17;;12;;;2;4;1;9;;45;1;0;Muy Grande;1;0;2018;Trim.1;30
NOROCCIDENTE;MEDELLIN;264;ONE PLAZA;feb-18;2;0;2;16;1;8;6;;;0;3;;2;38;1;1;DEPENDIENTE;0;0;2018;Trim.1;19
NOROCCIDENTE;MEDELLIN;183;PALACE;feb-18;3,5;1;1;57;;73;4;1;;33;7;24;;200;2;1;MEDIANA;0;0;2018;Trim.1;57,1
NOROCCIDENTE;MEDELLIN;181;SAN FERNANDO PLAZA;feb-18;2,5;1;;21;1;8;10;;59;9;1;4;;113;1;1;PEQUEÑA;1;0;2018;Trim.1;45,2
NOROCCIDENTE;MEDELLIN;181;SAN LUCAS;feb-18;2,5;1;;7;;6;3;;;3;1;4;;24;1;1;PEQUEÑA;1;0;2018;Trim.1;9,6
NOROCCIDENTE;MEDELLIN;212;SANTA TERESITA;feb-18;2,5;1;3;26;;18;1;1;;10;1;12;;72;1;1;MEDIANA;1;0;2018;Trim.1;28,8
SURORIENTE;ORIENTAL;610;ARAUCA;feb-18;5,5;1;38;68;1;42;15;1;;32;4;86;;287;3;2;GRANDE;0;0;2018;Trim.1;52,2
SURORIENTE;ORIENTAL;490;BARBOSA;feb-18;3,5;1;21;29;;31;12;1;3;19;6;14;;136;1;2;MEDIANA;1;0;2018;Trim.1;38,9
SURORIENTE;ORIENTAL;500;BARRANCABERMEJA;feb-18;5,5;1;1;43;1;89;10;;1;51;2;24;1;223;3;2;GRANDE;0;0;2018;Trim.1;40,5
SURORIENTE;ORIENTAL;480;BUCARAMANGA;feb-18;11,5;1;18;162;2;200;14;4;8;141;31;80;;660;7;4;MUY GRANDE;1;0;2018;Trim.1;57,4
SURORIENTE;ORIENTAL;484;CABECERA DEL LLANO;feb-18;5,5;1;16;170;1;76;10;1;6;53;13;37;;383;3;2;GRANDE;1;0;2018;Trim.1;69,6
SURORIENTE;ORIENTAL;450;CUCUTA;feb-18;8,5;1;4;78;1;127;9;1;;47;13;80;;360;5;3;MUY GRANDE;1;0;2018;Trim.1;42,4
SURORIENTE;ORIENTAL;494;FLORIDA BLANCA;feb-18;3,5;1;1;64;;73;9;;;60;12;27;;246;2;1;MEDIANA;0;0;2018;Trim.1;70,3
SURORIENTE;ORIENTAL;481;GIRON;feb-18;3,5;1;1;61;;58;9;1;4;34;8;15;;191;1;2;GRANDE;0;0;2018;Trim.1;54,6
SURORIENTE;ORIENTAL;700;MALAGA;feb-18;3,5;1;2;19;;55;7;2;;32;13;25;1;156;2;1;PEQUEÑA;0;1;2018;Trim.1;44,6
SURORIENTE;ORIENTAL;720;PAMPLONA;feb-18;4,5;1;16;12;;63;10;3;;29;11;24;;168;2;2;GRANDE;1;0;2018;Trim.1;37,3
SURORIENTE;ORIENTAL;491;PUENTE NACIONAL;feb-18;2,5;1;15;10;2;20;4;;2;17;11;19;;100;1;1;PEQUEÑA;1;0;2018;Trim.1;40
SURORIENTE;ORIENTAL;488;SAN FRANCISCO - ZN ORIENTAL;feb-18;2,5;1;11;30;1;24;8;1;2;15;2;23;1;118;1;1;PEQUEÑA;1;0;2018;Trim.1;47,2
SURORIENTE;ORIENTAL;520;SAN GIL;feb-18;5,5;1;3;26;1;82;6;;2;46;8;21;1;196;3;2;GRANDE;0;0;2018;Trim.1;35,6
SURORIENTE;ORIENTAL;492;SANTANA;feb-18;2;0;3;13;1;6;1;;5;0;7;4;;40;1;1;PEQUEÑA;1;1;2018;Trim.1;20
SURORIENTE;ORIENTAL;530;SOCORRO;feb-18;4,5;1;5;21;;53;8;;4;33;2;25;;151;2;2;MEDIANA;0;0;2018;Trim.1;33,6
SURORIENTE;ORIENTAL;451;TONCHALA;feb-18;4,5;1;2;45;;58;2;;;15;6;14;;142;2;2;GRANDE;1;0;2018;Trim.1;31,6
SURORIENTE;ORIENTAL;540;VELEZ;feb-18;3,5;1;2;17;;26;4;1;2;20;4;21;1;98;2;1;MEDIANA;1;1;2018;Trim.1;28
OCCIDENTE;CALI;605;ALAMEDA;feb-18;2,5;1;3;27;;29;5;1;;9;5;20;;99;1;1;PEQUEÑA;1;0;2018;Trim.1;39,6
OCCIDENTE;CALI;564;AVENIDA URIBE;feb-18;6,5;1;28;23;;68;10;1;1;31;17;72;;251;3;3;MEDIANA;1;0;2018;Trim.1;38,6
OCCIDENTE;CALI;560;CALI;feb-18;10,5;1;91;253;1;139;24;3;47;73;33;107;;771;6;4;MUY GRANDE;0;0;2018;Trim.1;73,4
OCCIDENTE;CALI;574;CHIPICHAPE;feb-18;5,5;1;11;111;1;71;23;;1;45;7;61;;331;3;2;GRANDE;1;0;2018;Trim.1;60,2
OCCIDENTE;CALI;577;CIUDAD JARDIN;feb-18;2,5;1;9;36;;25;15;;;13;2;21;;121;1;1;PEQUEÑA;1;0;2018;Trim.1;48,4
OCCIDENTE;CALI;582;COSMOCENTRO;feb-18;5,5;1;8;98;2;72;4;3;;39;22;22;;270;3;2;GRANDE;1;0;2018;Trim.1;49,1
OCCIDENTE;CALI;564;EL GUABITO;feb-18;4,5;1;3;112;;43;10;2;3;25;4;42;;244;2;2;MEDIANA;1;0;2018;Trim.1;54,2
OCCIDENTE;CALI;598;EXT. CAJA CALIMA;feb-18;3,5;1;6;119;;46;10;2;;32;8;75;1;299;2;1;PEQUEÑA;0;0;2018;Trim.1;85,4
OCCIDENTE;CALI;604;IMBANACO;feb-18;2,5;1;6;40;;59;9;2;;27;11;12;;166;1;1;PEQUEÑA;0;0;2018;Trim.1;66,4
OCCIDENTE;CALI;576;LA FLORESTA-CALI;feb-18;4,5;1;1;89;;46;7;;;18;12;28;;201;2;2;PEQUEÑA;1;0;2018;Trim.1;44,7
OCCIDENTE;CALI;567;LA MERCED;feb-18;2,5;1;1;64;1;29;5;;1;11;4;28;;144;1;1;PEQUEÑA;0;0;2018;Trim.1;57,6
OCCIDENTE;CALI;578;PREMIER El LIMONAR;feb-18;3,5;1;1;41;;28;4;3;;0;9;;;86;2;1;DEPENDIENTE;1;0;2018;Trim.1;24,6
OCCIDENTE;CALI;565;SAN FERNANDO;feb-18;4,5;1;57;43;;57;11;;;34;8;33;;243;2;2;GRANDE;0;0;2018;Trim.1;54
OCCIDENTE;CALI;607;SAN NICOLAS;feb-18;2,5;1;;77;;18;6;;1;12;2;14;;130;1;1;PEQUEÑA;0;0;2018;Trim.1;52
OCCIDENTE;CALI;586;TERCERA BRIGADA;feb-18;3,5;1;2;248;;36;9;2;;36;5;18;;356;2;1;MEDIANA;0;0;2018;Trim.1;101,7
OCCIDENTE;CALI;585;UNICENTRO - CALI;feb-18;6,5;1;7;138;1;81;20;;;50;24;32;;353;4;2;GRANDE;0;0;2018;Trim.1;54,3
OCCIDENTE;CALI;576;VILLA COLOMBIA;feb-18;2,5;1;19;70;;44;8;1;;30;12;40;;224;1;1;PEQUEÑA;1;0;2018;Trim.1;89,6
OCCIDENTE;CENTRAL;551;AVENIDA QUINTA;feb-18;5,5;1;26;100;;94;15;;3;60;13;22;;333;3;2;GRANDE;1;0;2018;Trim.1;60,5
OCCIDENTE;CENTRAL;362;EL ESPINAL;feb-18;4,5;1;11;540;;66;7;1;4;36;4;27;;696;2;2;MEDIANA;0;0;2018;Trim.1;154,7
OCCIDENTE;CENTRAL;624;EL JORDAN;feb-18;2,5;1;2;45;;30;4;1;;18;13;2;;115;1;1;PEQUEÑA;1;0;2018;Trim.1;46
OCCIDENTE;CENTRAL;388;GARZON;feb-18;2,5;1;2;28;;42;2;1;1;11;2;17;2;108;1;1;PEQUEÑA;0;0;2018;Trim.1;43,2
OCCIDENTE;CENTRAL;360;GIRARDOT;feb-18;3,5;1;1;67;;84;5;2;2;56;11;37;;265;2;1;GRANDE;0;0;2018;Trim.1;75,7
OCCIDENTE;CENTRAL;391;HONDA;feb-18;3,5;1;5;45;;32;8;1;2;19;9;13;1;135;2;1;PEQUEÑA;0;0;2018;Trim.1;38,6
OCCIDENTE;CENTRAL;550;IBAGUE;feb-18;8,5;1;22;56;6;88;15;1;2;55;23;54;3;325;5;3;MUY GRANDE;0;0;2018;Trim.1;38,2
OCCIDENTE;CENTRAL;392;LA DORADA;feb-18;3,5;1;9;30;;49;1;;;39;5;75;;208;1;2;PEQUEÑA;0;0;2018;Trim.1;59,4
OCCIDENTE;CENTRAL;394;MARIQUITA;feb-18;3,5;1;44;37;;58;6;1;1;20;4;18;;189;2;1;PEQUEÑA;0;1;2018;Trim.1;54
OCCIDENTE;CENTRAL;366;MELGAR;feb-18;3,5;1;18;37;;32;7;;;14;6;29;;143;2;1;PEQUEÑA;0;0;2018;Trim.1;40,9
OCCIDENTE;CENTRAL;390;NEIVA;feb-18;7,5;1;2;150;;151;12;;;59;10;93;;477;4;3;MUY GRANDE;0;0;2018;Trim.1;63,6
OCCIDENTE;CENTRAL;425;PITALITO;feb-18;5,5;1;15;62;;65;6;1;3;45;2;76;;275;3;2;GRANDE;0;0;2018;Trim.1;50
OCCIDENTE;CENTRAL;265;PUERTO BOYACA;feb-18;3,5;1;19;27;1;36;6;1;1;13;5;52;;161;2;1;PEQUEÑA;0;0;2018;Trim.1;46
OCCIDENTE;CENTRAL;389;SAN JUAN PLAZA;feb-18;2,5;1;2;33;;28;3;;;15;1;26;1;109;1;1;PEQUEÑA;0;0;2018;Trim.1;43,6
OCCIDENTE;CENTRAL;364;TOLEMAIDA;feb-18;4,5;1;49;920;;34;13;1;;22;0;33;;1072;2;2;GRANDE;0;1;2018;Trim.1;238,2
OCCIDENTE;CENTRAL;554;YULIMA;feb-18;6,5;1;8;59;;110;6;1;5;29;15;28;;261;4;2;GRANDE;1;0;2018;Trim.1;40,2
SURORIENTE;CUNDINAMARCA Y SUR;361;AGUA DE DIOS;feb-18;2,5;1;9;61;;55;4;;;30;11;25;;195;1;1;PEQUEÑA;0;0;2018;Trim.1;78
SURORIENTE;CUNDINAMARCA Y SUR;320;CAQUEZA;feb-18;2,5;1;2;43;;10;;;5;7;12;19;;98;1;1;PEQUEÑA;0;0;2018;Trim.1;39,2
SURORIENTE;CUNDINAMARCA Y SUR;330;CHIPAQUE;feb-18;2,5;1;;25;;1;4;;5;1;8;16;;60;1;1;PEQUEÑA;0;0;2018;Trim.1;24
SURORIENTE;CUNDINAMARCA Y SUR;340;CHOACHI;feb-18;2,5;1;4;12;1;6;;1;3;3;17;22;;69;1;1;PEQUEÑA;0;0;2018;Trim.1;27,6
SURORIENTE;META, BOYACA Y NARIÑO;371;COGUA;feb-18;2,5;1;1;31;1;22;1;;1;14;9;7;;87;1;1;PEQUEÑA;0;0;2018;Trim.1;34,8
SURORIENTE;CUNDINAMARCA Y SUR;350;FACATATIVA;feb-18;5,5;1;6;536;1;79;1;2;2;40;16;16;1;700;3;2;GRANDE;1;0;2018;Trim.1;127,3
SURORIENTE;CUNDINAMARCA Y SUR;620;FLORENCIA;feb-18;7,5;1;80;207;1;79;7;;2;37;19;49;;481;4;3;GRANDE;0;1;2018;Trim.1;64,1
SURORIENTE;CUNDINAMARCA Y SUR;341;FOMEQUE;feb-18;2,5;1;6;12;;12;6;;5;7;16;13;;77;1;1;PEQUEÑA;0;1;2018;Trim.1;30,8
SURORIENTE;CUNDINAMARCA Y SUR;353;FUSAGASUGA;feb-18;3,5;1;1;179;;45;5;2;;16;5;11;;264;2;1;MEDIANA;0;0;2018;Trim.1;75,4
SURORIENTE;CUNDINAMARCA Y SUR;269;LETICIA;feb-18;2,5;1;;87;;28;4;;;22;2;24;;167;1;1;PEQUEÑA;0;1;2018;Trim.1;66,8
SURORIENTE;CUNDINAMARCA Y SUR;345;MADRID;feb-18;2,5;1;2;102;;43;5;;1;24;4;20;;201;1;1;MEDIANA;0;0;2018;Trim.1;80,4
SURORIENTE;CUNDINAMARCA Y SUR;257;MONTERREY;feb-18;2,5;1;3;18;;11;10;;;10;0;11;2;65;1;1;PEQUEÑA;0;0;2018;Trim.1;26
SURORIENTE;CUNDINAMARCA Y SUR;351;NOVA PLAZA FACATATIVA;feb-18;2;0;7;42;;10;3;2;;0;6;;;70;1;1;DEPENDIENTE;0;0;2018;Trim.1;35
